Column1,dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
0,1461888000,2016-04-29 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.8,73.27,73.4,75.96,1017,,,78,11.5,220,,,,,75,803,Clouds,broken clouds,04n
1,1461891600,2016-04-29 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.85,72.05,73.4,76.05,1017,,,78,13.8,220,,,,,75,803,Clouds,broken clouds,04n
2,1461895200,2016-04-29 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.81,73.09,73.4,75.78,1017,,,73,10.36,240,,,,,75,803,Clouds,broken clouds,04n
3,1461898800,2016-04-29 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.65,72.23,72.76,75.67,1017,,,73,11.5,230,,,,,75,803,Clouds,broken clouds,04n
4,1461902400,2016-04-29 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.56,71.44,72.6,75.44,1016,,,73,12.66,230,,,,,90,804,Clouds,overcast clouds,04n
5,1461906000,2016-04-29 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.45,72.97,71.95,75.12,1016,,,83,12.66,240,,,,,75,803,Clouds,broken clouds,04n
6,1461909600,2016-04-29 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.09,68.88,71.6,75,1016,,,78,14.97,230,,,,,75,803,Clouds,broken clouds,04n
7,1461913200,2016-04-29 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.05,67.39,71.37,74.99,1016,,,73,16.11,230,,,,,75,803,Clouds,broken clouds,04n
8,1461916800,2016-04-29 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.01,68.63,71.24,74.77,1016,,,73,13.8,250,,,,,75,803,Clouds,broken clouds,04n
9,1461920400,2016-04-29 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.98,71.31,71.19,74.61,1016,,,78,10.36,230,,,,,40,802,Clouds,scattered clouds,03d
10,1461924000,2016-04-29 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.22,72.27,72.11,73.61,1016,,,73,10.36,230,,,,,90,804,Clouds,overcast clouds,04d
11,1461927600,2016-04-29 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.24,70.99,72.12,73.62,1016,,,73,12.66,220,,,,,90,804,Clouds,overcast clouds,04d
12,1461931200,2016-04-29 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.26,71.67,72.17,73.58,1017,,,73,11.5,230,,,,,90,804,Clouds,overcast clouds,04d
13,1461934800,2016-04-29 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.64,72.93,72.33,75.2,1018,,,69,11.5,230,,,,,90,804,Clouds,overcast clouds,04d
14,1461938400,2016-04-29 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.73,70.47,72.75,75.2,1016,,,69,16.11,230,,,,,90,804,Clouds,overcast clouds,04d
15,1461942000,2016-04-29 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.89,72.63,73.4,75.2,1016,,,69,12.66,230,,,,,90,804,Clouds,overcast clouds,04d
16,1461945600,2016-04-29 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.93,73.35,73.36,75.2,1015,,,69,11.5,220,,,,,75,803,Clouds,broken clouds,04d
17,1461949200,2016-04-29 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.63,75.61,73.4,74.77,1015,,,78,6.91,260,,,,,75,803,Clouds,broken clouds,04d
18,1461952800,2016-04-29 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.63,76.46,73.38,74.77,1014,,,83,6.91,180,,,,,40,802,Clouds,scattered clouds,03d
19,1461956400,2016-04-29 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.62,73.65,73.38,74.87,1014,,,78,10.36,220,,,,,40,802,Clouds,scattered clouds,03d
20,1461960000,2016-04-29 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.89,77.45,73.24,75.2,1014,,,78,6.91,190,,,,,75,803,Clouds,broken clouds,04d
21,1461963600,2016-04-29 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.77,77.22,72.72,75.2,1014,,,74,5.75,260,,,,,75,803,Clouds,broken clouds,04n
22,1461967200,2016-04-29 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.42,78.1,72.85,73.93,1015,,,83,3.44,180,,,,,75,803,Clouds,broken clouds,04n
23,1461970800,2016-04-29 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.45,78.15,73.03,74.22,1015,,,83,3.44,170,,,,,75,803,Clouds,broken clouds,04n
24,1461974400,2016-04-30 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.14,72.63,71.6,74.28,1015,,,83,9.84,217,,,,,75,803,Clouds,broken clouds,04n
25,1461978000,2016-04-30 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.14,77.68,71.6,74.22,1015,,,88,2.3,200,,,,,75,803,Clouds,broken clouds,04n
26,1461981600,2016-04-30 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.14,74.28,71.6,74.12,1016,,,83,6.91,190,,,,,75,803,Clouds,broken clouds,04n
27,1461985200,2016-04-30 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72,73.44,71.6,74.02,1015,,,83,8.05,220,,,,,0,800,Clear,sky is clear,01n
28,1461988800,2016-04-30 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.27,76.41,71.75,74.05,1014,,,78,4.61,200,,,,,0,800,Clear,sky is clear,01n
29,1461992400,2016-04-30 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.91,73.31,71.27,74.04,1014,,,83,8.05,210,,,,,0,800,Clear,sky is clear,01n
30,1461996000,2016-04-30 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.91,75.24,71.27,74.05,1014,,,83,4.61,210,,,,,0,800,Clear,sky is clear,01n
31,1461999600,2016-04-30 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.61,75.43,69.8,74.13,1013,,,88,2.3,10,,,,,0,800,Clear,sky is clear,01n
32,1462003200,2016-04-30 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.59,74.77,69.8,74.2,1012,,,88,3.44,30,,,,,0,800,Clear,sky is clear,01n
33,1462006800,2016-04-30 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.63,74.82,69.8,74.29,1013,,,88,3.44,300,,,,,0,800,Clear,sky is clear,01d
34,1462010400,2016-04-30 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.93,75.27,69.8,74.49,1014,,,88,3.44,70,,,,,0,800,Clear,sky is clear,01d
35,1462014000,2016-04-30 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.93,80.98,73.56,75.2,1014,,,83,2.3,20,,,,,0,800,Clear,sky is clear,01d
36,1462017600,2016-04-30 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.93,82.47,73.78,80.6,1015,,,70,5.75,80,,,,,0,800,Clear,sky is clear,01d
37,1462021200,2016-04-30 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.72,78.91,74.21,78.8,1014,,,74,10.36,170,,,,,0,800,Clear,sky is clear,01d
38,1462024800,2016-04-30 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.12,78.87,74.35,80.6,1014,,,70,12.66,160,,,,,20,801,Clouds,few clouds,02d
39,1462028400,2016-04-30 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.27,79.74,74.43,80.6,1013,,,70,11.5,160,,,,,20,801,Clouds,few clouds,02d
40,1462032000,2016-04-30 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.92,77.9,74.61,78.8,1013,,,74,12.66,170,,,,,40,802,Clouds,scattered clouds,03d
41,1462035600,2016-04-30 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.97,79.27,74.99,78.8,1012,,,74,10.36,170,,,,,75,803,Clouds,broken clouds,04d
42,1462039200,2016-04-30 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.99,79.93,75.1,78.8,1011,,,74,9.22,170,,,,,75,803,Clouds,broken clouds,04d
43,1462042800,2016-04-30 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.78,79.11,75.63,77.02,1012,,,79,9.22,170,,,,,40,802,Clouds,scattered clouds,03d
44,1462046400,2016-04-30 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.82,80.46,75.66,77.08,1012,,,79,6.91,170,,,,,40,802,Clouds,scattered clouds,03d
45,1462050000,2016-04-30 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.66,80.22,75.24,77,1013,,,79,6.91,180,,,,,40,802,Clouds,scattered clouds,03n
46,1462053600,2016-04-30 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.64,80.85,74.78,77,1014,,,79,5.75,190,,,,,75,803,Clouds,broken clouds,04n
47,1462057200,2016-04-30 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.68,81.54,74.93,77,1015,,,79,4.61,190,,,,,75,803,Clouds,broken clouds,04n
48,1462060800,2016-05-01 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.68,80.24,75.15,77,1015,,,79,6.91,220,,,,,75,803,Clouds,broken clouds,04n
49,1462064400,2016-05-01 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.25,75.38,74.76,76.44,1015,,,78,11.5,220,,,,,75,803,Clouds,broken clouds,04n
50,1462068000,2016-05-01 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.78,74.08,73.4,75.93,1015,,,83,11.5,220,,,,,75,803,Clouds,broken clouds,04n
51,1462071600,2016-05-01 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.62,73.65,73.4,75.31,1015,,,78,10.36,210,,,,,75,803,Clouds,broken clouds,04n
52,1462075200,2016-05-01 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.51,74.14,72.99,74.72,1014,,,78,9.22,220,,,,,75,803,Clouds,broken clouds,04n
53,1462078800,2016-05-01 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.36,72,72.29,74.2,1014,,,78,12.66,210,,,,,75,803,Clouds,broken clouds,04n
54,1462082400,2016-05-01 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.29,71.73,72.09,73.8,1014,,,73,11.5,220,,,,,75,803,Clouds,broken clouds,04n
55,1462086000,2016-05-01 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.89,67.95,71.6,73.68,1014,,,78,16.11,210,,,,,75,803,Clouds,broken clouds,04n
56,1462089600,2016-05-01 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.5,69.35,69.8,73.48,1015,,,83,11.5,220,0.28,,,,75,500,Rain,light rain,10n
57,1462093200,2016-05-01 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.39,68.54,69.8,73.25,1016,,,83,12.66,210,,,,,75,803,Clouds,broken clouds,04d
58,1462096800,2016-05-01 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.39,69.84,69.8,72.68,1017,,,83,10.36,220,,,,,75,803,Clouds,broken clouds,04d
59,1462100400,2016-05-01 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.67,69.46,71.2,72.58,1017,,,73,11.5,210,,,,,75,803,Clouds,broken clouds,04d
60,1462104000,2016-05-01 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.34,71.85,71.24,75.2,1018,,,69,12.66,220,,,,,75,803,Clouds,broken clouds,04d
61,1462107600,2016-05-01 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.39,69.94,71.45,75.2,1018,,,65,14.97,210,,,,,75,803,Clouds,broken clouds,04d
62,1462111200,2016-05-01 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.76,71.76,71.59,77,1018,,,61,13.8,230,,,,,75,803,Clouds,broken clouds,04d
63,1462114800,2016-05-01 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.68,69.64,72.87,75.2,1017,,,61,14.97,200,,,,,75,803,Clouds,broken clouds,04d
64,1462118400,2016-05-01 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.03,69.46,73.01,77,1016,,,57,17.27,200,,,,,75,803,Clouds,broken clouds,04d
65,1462122000,2016-05-01 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.08,69.64,73.16,77,1016,,,54,16.11,180,,,,,75,803,Clouds,broken clouds,04d
66,1462125600,2016-05-01 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.14,69.6,73.32,77,1016,,,57,17.27,190,,,,,75,803,Clouds,broken clouds,04d
67,1462129200,2016-05-01 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.84,68.56,73.45,75.2,1017,,,61,17.27,190,,,,,75,803,Clouds,broken clouds,04d
68,1462132800,2016-05-01 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.54,67.48,73.4,74.12,1017,,,65,17.27,200,,,,,75,803,Clouds,broken clouds,04d
69,1462136400,2016-05-01 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.44,69.96,72.7,74.31,1018,,,69,13.8,200,,,,,75,803,Clouds,broken clouds,04n
70,1462140000,2016-05-01 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.47,67.39,72.54,74.56,1019,,,65,17.27,200,,,,,75,803,Clouds,broken clouds,04n
71,1462143600,2016-05-01 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.51,67.42,72.65,74.75,1019,,,61,16.11,200,,,,,75,803,Clouds,broken clouds,04n
72,1462147200,2016-05-02 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.53,69.39,72.78,74.79,1020,,,61,12.66,210,,,,,90,804,Clouds,overcast clouds,04n
73,1462150800,2016-05-02 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.45,67.33,72.35,74.62,1020,,,57,14.97,220,,,,,90,804,Clouds,overcast clouds,04n
74,1462154400,2016-05-02 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.09,67.32,71.6,74.38,1020,,,60,12.66,210,,,,,90,804,Clouds,overcast clouds,04n
75,1462158000,2016-05-02 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.94,66.47,71.26,74.11,1020,,,60,13.8,220,,,,,90,804,Clouds,overcast clouds,04n
76,1462161600,2016-05-02 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.89,67.05,71.11,73.93,1019,,,60,12.66,210,,,,,90,804,Clouds,overcast clouds,04n
77,1462165200,2016-05-02 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.41,67.05,69.8,73.69,1019,,,60,9.22,230,,,,,75,803,Clouds,broken clouds,04n
78,1462168800,2016-05-02 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.43,66.43,69.8,73.42,1019,,,60,10.36,230,,,,,40,802,Clouds,scattered clouds,03n
79,1462172400,2016-05-02 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.36,66.58,69.8,73.18,1019,,,53,8.05,250,,,,,40,802,Clouds,scattered clouds,03n
80,1462176000,2016-05-02 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.3,65.91,69.8,72.97,1019,,,49,8.05,240,,,,,40,802,Clouds,scattered clouds,03n
81,1462179600,2016-05-02 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,68.99,65.5,68,72.95,1020,,,53,6.91,250,,,,,40,802,Clouds,scattered clouds,03d
82,1462183200,2016-05-02 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.5,68.05,69.8,73.17,1021,,,53,5.75,230,,,,,40,802,Clouds,scattered clouds,03d
83,1462186800,2016-05-02 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.2,66.63,71.85,73.4,1021,,,47,12.66,220,,,,,40,802,Clouds,scattered clouds,03d
84,1462190400,2016-05-02 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.9,68.88,72.19,77,1021,,,44,13.8,220,,,,,0,800,Clear,sky is clear,01d
85,1462194000,2016-05-02 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.34,70.83,72.71,78.8,1021,,,48,14.97,200,,,,,0,800,Clear,sky is clear,01d
86,1462197600,2016-05-02 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.75,73.31,73.1,80.6,1020,,,48,13.8,180,,,,,0,800,Clear,sky is clear,01d
87,1462201200,2016-05-02 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.74,70.61,74.06,78.8,1020,,,51,17.27,170,,,,,0,800,Clear,sky is clear,01d
88,1462204800,2016-05-02 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.11,73.09,74.27,80.6,1019,,,51,16.11,170,,,,,0,800,Clear,sky is clear,01d
89,1462208400,2016-05-02 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.83,71.96,74.53,78.8,1019,,,54,16.11,170,,,,,0,800,Clear,sky is clear,01d
90,1462212000,2016-05-02 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.86,73.31,74.76,78.8,1018,,,54,13.8,170,,,,,0,800,Clear,sky is clear,01d
91,1462215600,2016-05-02 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.57,72.88,74.91,77,1019,,,61,13.8,180,,,,,0,800,Clear,sky is clear,01d
92,1462219200,2016-05-02 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.24,73.06,74.81,75.87,1019,,,65,11.5,180,,,,,0,800,Clear,sky is clear,01d
93,1462222800,2016-05-02 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.69,72.25,73.4,75.46,1019,,,69,10.36,190,,,,,0,800,Clear,sky is clear,01n
94,1462226400,2016-05-02 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.63,73.47,73.15,75.16,1020,,,69,8.05,210,,,,,0,800,Clear,sky is clear,01n
95,1462230000,2016-05-02 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.99,73.81,69.8,75.19,1021,,,78,3.44,170,,,,,0,800,Clear,sky is clear,01n
96,1462233600,2016-05-03 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.93,74.37,69.8,75.01,1021,,,78,2.3,320,,,,,0,800,Clear,sky is clear,01n
97,1462237200,2016-05-03 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.57,73.85,68,74.72,1021,,,83,1.14,350,,,,,0,800,Clear,sky is clear,01n
98,1462240800,2016-05-03 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,68.18,71.26,66.2,74.44,1020,,,83,2.3,300,,,,,0,800,Clear,sky is clear,01n
99,1462244400,2016-05-03 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,68.04,69.75,66.2,74.27,1020,,,83,4.61,310,,,,,0,800,Clear,sky is clear,01n
100,1462248000,2016-05-03 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,66.65,68.49,64.4,74.05,1019,,,88,4.61,320,,,,,0,800,Clear,sky is clear,01n
101,1462251600,2016-05-03 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,66.49,65.88,64.4,73.77,1019,,,88,8.86,212,,,,,0,800,Clear,sky is clear,01n
102,1462255200,2016-05-03 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,66.51,69.58,64.4,74.04,1018,,,88,2.3,30,,,,,0,800,Clear,sky is clear,01n
103,1462258800,2016-05-03 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,67.77,69.37,66.2,73.68,1019,,,83,4.61,310,,,,,0,800,Clear,sky is clear,01n
104,1462262400,2016-05-03 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,66.43,65.55,64.4,73.91,1019,,,88,9.28,222,,,,,0,800,Clear,sky is clear,01n
105,1462266000,2016-05-03 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,65.12,63.73,62.6,73.62,1020,,,88,9.28,217,,,,,75,803,Clouds,broken clouds,04d
106,1462269600,2016-05-03 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,68.02,70.43,66.2,73.5,1020,,,88,4.61,320,,,,,0,800,Clear,sky is clear,01d
107,1462273200,2016-05-03 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.68,72.73,69.8,73.46,1020,,,78,4.61,300,,,,,0,800,Clear,sky is clear,01d
108,1462276800,2016-05-03 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.73,76.95,72.78,75.2,1021,,,69,4.61,290,,,,,0,800,Clear,sky is clear,01d
109,1462280400,2016-05-03 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.43,77.31,73.32,78.8,1021,,,61,8.05,170,,,,,0,800,Clear,sky is clear,01d
110,1462284000,2016-05-03 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.19,73.81,73.56,77,1020,,,69,13.8,160,,,,,75,803,Clouds,broken clouds,04d
111,1462287600,2016-05-03 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.5,73.22,73.64,77.23,1019,,,74,17.27,170,,,,,75,803,Clouds,broken clouds,04d
112,1462291200,2016-05-03 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.44,74.44,73.55,77,1018,,,74,14.97,160,,,,,75,803,Clouds,broken clouds,04d
113,1462294800,2016-05-03 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.44,74.44,73.66,77,1018,,,74,14.97,170,,,,,75,803,Clouds,broken clouds,04d
114,1462298400,2016-05-03 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.48,75.79,73.96,77,1017,,,74,12.66,170,,,,,75,803,Clouds,broken clouds,04d
115,1462302000,2016-05-03 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.07,76.64,74.29,75.2,1017,,,83,10.36,170,,,,,75,803,Clouds,broken clouds,04d
116,1462305600,2016-05-03 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.13,78.67,74.5,75.2,1018,,,83,6.91,200,,,,,75,803,Clouds,broken clouds,04d
117,1462309200,2016-05-03 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.04,79.61,74.15,75.2,1018,,,78,3.44,200,,,,,75,803,Clouds,broken clouds,04n
118,1462312800,2016-05-03 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.93,79.45,72.79,75.38,1018,,,78,3.44,180,,,,,75,803,Clouds,broken clouds,04n
119,1462316400,2016-05-03 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.11,80.6,74.01,75.34,1019,,,83,3.44,280,,,,,75,803,Clouds,broken clouds,04n
120,1462320000,2016-05-04 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.67,78.48,72.74,75.76,1019,,,83,3.44,310,,,,,75,803,Clouds,broken clouds,04n
121,1462323600,2016-05-04 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.37,78.03,71.6,75.96,1019,,,88,2.3,320,,,,,75,803,Clouds,broken clouds,04n
122,1462327200,2016-05-04 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.3,77.27,71.6,76.04,1019,,,88,3.44,310,,,,,75,803,Clouds,broken clouds,04n
123,1462330800,2016-05-04 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.75,75.65,69.8,75.91,1019,,,88,2.3,320,,,,,75,803,Clouds,broken clouds,04n
124,1462334400,2016-05-04 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.7,74.26,69.8,75.82,1018,,,88,4.61,310,,,,,40,802,Clouds,scattered clouds,03n
125,1462338000,2016-05-04 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.63,74.82,69.8,75.59,1018,,,88,3.44,310,,,,,40,802,Clouds,scattered clouds,03n
126,1462341600,2016-05-04 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.54,75.99,69.8,75.03,1017,,,88,1.14,340,,,,,75,803,Clouds,broken clouds,04n
127,1462345200,2016-05-04 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.57,74.75,69.8,74.61,1017,,,88,3.44,310,,,,,75,803,Clouds,broken clouds,04n
128,1462348800,2016-05-04 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.22,73.44,68,74.04,1017,,,88,2.3,310,,,,,40,802,Clouds,scattered clouds,03n
129,1462352400,2016-05-04 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.3,72.9,68,74.3,1018,,,88,3.44,290,,,,,20,801,Clouds,few clouds,02d
130,1462356000,2016-05-04 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.95,74.64,69.8,74.39,1018,,,88,4.61,290,,,,,0,800,Clear,sky is clear,01d
131,1462359600,2016-05-04 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.09,78.39,74.1,75.46,1018,,,78,5.75,310,,,,,0,800,Clear,sky is clear,01d
132,1462363200,2016-05-04 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.12,82.6,74.57,80.6,1018,,,66,4.61,330,,,,,0,800,Clear,sky is clear,01d
133,1462366800,2016-05-04 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,80.53,80.35,75,82.4,1018,,,58,9.22,20,,,,,40,802,Clouds,scattered clouds,03d
134,1462370400,2016-05-04 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.23,84.78,75.23,86,1017,,,55,6.91,30,,,,,40,802,Clouds,scattered clouds,03d
135,1462374000,2016-05-04 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.59,85.95,75.44,86,1016,,,55,5.75,30,,,,,40,802,Clouds,scattered clouds,03d
136,1462377600,2016-05-04 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.61,82.72,75.57,86,1015,,,55,11.5,70,,,,,20,801,Clouds,few clouds,02d
137,1462381200,2016-05-04 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.66,81.5,75.95,86,1014,,,55,13.8,70,,,,,20,801,Clouds,few clouds,02d
